15 5.66162 0.0146484 0.991385 -0.0746216 0.0015924
15 5.67627 0.0146484 0.990367 -0.0767084 0.00161919
15 5.69092 0.0146484 0.98925 -0.0787854 0.00159801
15 5.70557 0.0146484 0.988103 -0.0808909 0.0016047
15 5.72021 0.0146484 0.986939 -0.0830248 0.00162515
15 5.73486 0.0146484 0.985754 -0.0851908 0.00165021
15 5.74951 0.0146484 0.984539 -0.0873911 0.00167753
15 5.76416 0.0146484 0.983279 -0.0896264 0.00170525
15 5.77881 0.0146484 0.981967 -0.0918977 0.00173333
15 5.79346 0.0146484 0.980603 -0.094205 0.00176142
15 5.80811 0.0146484 0.979183 -0.0965472 0.00178888
15 5.82275 0.0146484 0.977709 -0.0989224 0.00181527
15 5.8374 0.0146484 0.976178 -0.101329 0.00184037
15 5.85205 0.0146484 0.974589 -0.103763 0.00186409
15 5.8667 0.0146484 0.972936 -0.106224 0.00188673
15 5.88135 0.0146484 0.971212 -0.108708 0.00190799
15 5.896 0.0146484 0.969415 -0.111215 0.00192855
15 5.91064 0.0146484 0.967544 -0.113744 0.00194867
15 5.92529 0.0146484 0.9656 -0.116295 0.00196821
15 5.93994 0.0146484 0.963582 -0.118865 0.00198683
15 5.95459 0.0146484 0.961489 -0.121453 0.00200391
15 5.96924 0.0146484 0.959315 -0.124056 0.00201873
15 5.98389 0.0146484 0.957058 -0.126671 0.00203069
15 5.99854 0.0146484 0.954713 -0.129292 0.00203937
15 6.01318 0.0146484 0.95228 -0.131917 0.00204523
15 6.02783 0.0146484 0.949759 -0.134543 0.00204853
15 6.04248 0.0146484 0.947152 -0.137165 0.00204925
15 6.05713 0.0146484 0.944455 -0.139778 0.00204718
15 6.07178 0.0146484 0.941666 -0.142379 0.00204177
15 6.08643 0.0146484 0.938776 -0.144961 0.00203224
15 6.10107 0.0146484 0.935779 -0.147516 0.00201837
15 6.11572 0.0146484 0.932671 -0.150039 0.00200062
15 6.13037 0.0146484 0.929453 -0.152524 0.00198096
15 6.14502 0.0146484 0.926134 -0.154969 0.00196061
15 6.15967 0.0146484 0.922722 -0.157369 0.00193948
15 6.17432 0.0146484 0.919227 -0.159724 0.00191774
15 6.18896 0.0146484 0.915651 -0.16203 0.00189456
15 6.20361 0.0146484 0.911991 -0.164285 0.00186933
15 6.21826 0.0146484 0.908245 -0.166488 0.00184195
15 6.23291 0.0146484 0.904411 -0.168638 0.0018125
15 6.24756 0.0146484 0.900491 -0.170738 0.00178177
15 6.26221 0.0146484 0.896493 -0.172788 0.00175039
15 6.27686 0.0146484 0.892427 -0.174789 0.00171782
15 6.2915 0.0146484 0.888311 -0.176743 0.0016852
15 6.30615 0.0146484 0.884151 -0.178645 0.00165188
