1:x 2:y 3:u.x 4:u.y 5:p
4.023430000000000284e+00 1.160159999999999947e+01 1.028729999999999922e+00 1.553029999999999966e-01 5.936840000000000173e-02
4.023430000000000284e+00 1.164059999999999917e+01 1.028729999999999922e+00 1.553029999999999966e-01 5.936840000000000173e-02
4.023430000000000284e+00 1.167970000000000041e+01 1.028729999999999922e+00 1.553029999999999966e-01 5.936840000000000173e-02
4.023430000000000284e+00 1.171870000000000012e+01 1.028729999999999922e+00 1.553029999999999966e-01 5.936840000000000173e-02
4.023430000000000284e+00 1.175779999999999959e+01 1.028729999999999922e+00 1.553029999999999966e-01 5.936840000000000173e-02
4.023430000000000284e+00 1.179690000000000083e+01 1.028729999999999922e+00 1.553029999999999966e-01 5.936840000000000173e-02
4.023430000000000284e+00 1.183590000000000053e+01 1.028729999999999922e+00 1.553029999999999966e-01 5.936840000000000173e-02
4.023430000000000284e+00 1.187500000000000000e+01 1.028729999999999922e+00 1.553029999999999966e-01 5.936840000000000173e-02
4.023430000000000284e+00 1.191409999999999947e+01 1.040559999999999929e+00 1.326650000000000051e-01 4.394479999999999914e-02
4.023430000000000284e+00 1.195309999999999917e+01 1.040559999999999929e+00 1.326650000000000051e-01 4.394479999999999914e-02
4.023430000000000284e+00 1.199220000000000041e+01 1.040559999999999929e+00 1.326650000000000051e-01 4.394479999999999914e-02
4.062500000000000000e+00 8.007799999999999585e+00 1.041469999999999896e+00 -1.319629999999999970e-01 4.533879999999999855e-02
4.062500000000000000e+00 8.046870000000000189e+00 1.041469999999999896e+00 -1.319629999999999970e-01 4.533879999999999855e-02
4.062500000000000000e+00 8.085929999999999396e+00 1.041469999999999896e+00 -1.319629999999999970e-01 4.533879999999999855e-02
4.062500000000000000e+00 8.124990000000000379e+00 1.041469999999999896e+00 -1.319629999999999970e-01 4.533879999999999855e-02
4.062500000000000000e+00 8.164049999999999585e+00 1.029360000000000053e+00 -1.544639999999999902e-01 6.069080000000000308e-02
4.062500000000000000e+00 8.203120000000000189e+00 1.029360000000000053e+00 -1.544639999999999902e-01 6.069080000000000308e-02
4.062500000000000000e+00 8.242179999999999396e+00 1.029360000000000053e+00 -1.544639999999999902e-01 6.069080000000000308e-02
4.062500000000000000e+00 8.281240000000000379e+00 1.029360000000000053e+00 -1.544639999999999902e-01 6.069080000000000308e-02
4.062500000000000000e+00 8.320299999999999585e+00 1.029360000000000053e+00 -1.544639999999999902e-01 6.069080000000000308e-02
4.062500000000000000e+00 8.359370000000000189e+00 1.029360000000000053e+00 -1.544639999999999902e-01 6.069080000000000308e-02
4.062500000000000000e+00 8.398429999999999396e+00 1.029360000000000053e+00 -1.544639999999999902e-01 6.069080000000000308e-02
4.062500000000000000e+00 8.437490000000000379e+00 1.029360000000000053e+00 -1.544639999999999902e-01 6.069080000000000308e-02
4.062500000000000000e+00 8.476549999999999585e+00 1.019830000000000014e+00 -1.814860000000000084e-01 7.077020000000000532e-02
4.062500000000000000e+00 8.515620000000000189e+00 1.019830000000000014e+00 -1.814860000000000084e-01 7.077020000000000532e-02
4.062500000000000000e+00 8.554679999999999396e+00 1.019830000000000014e+00 -1.814860000000000084e-01 7.077020000000000532e-02
4.062500000000000000e+00 8.593740000000000379e+00 1.019830000000000014e+00 -1.814860000000000084e-01 7.077020000000000532e-02
4.062500000000000000e+00 8.632799999999999585e+00 1.003919999999999924e+00 -1.967200000000000060e-01 8.643960000000000532e-02
4.062500000000000000e+00 8.671870000000000189e+00 1.003919999999999924e+00 -1.967200000000000060e-01 8.643960000000000532e-02
4.062500000000000000e+00 8.710929999999999396e+00 1.003919999999999924e+00 -1.967200000000000060e-01 8.643960000000000532e-02
4.062500000000000000e+00 8.749990000000000379e+00 1.003919999999999924e+00 -1.967200000000000060e-01 8.643960000000000532e-02
4.062500000000000000e+00 8.789049999999999585e+00 9.824119999999999520e-01 -2.124840000000000062e-01 1.067319999999999935e-01
4.062500000000000000e+00 8.828120000000000189e+00 9.824119999999999520e-01 -2.124840000000000062e-01 1.067319999999999935e-01
4.062500000000000000e+00 8.867179999999999396e+00 9.824119999999999520e-01 -2.124840000000000062e-01 1.067319999999999935e-01
4.062500000000000000e+00 8.906240000000000379e+00 9.824119999999999520e-01 -2.124840000000000062e-01 1.067319999999999935e-01
4.062500000000000000e+00 8.945299999999999585e+00 9.531230000000000535e-01 -2.272349999999999925e-01 1.332609999999999906e-01
4.062500000000000000e+00 8.984370000000000189e+00 9.531230000000000535e-01 -2.272349999999999925e-01 1.332609999999999906e-01
4.062500000000000000e+00 9.023429999999999396e+00 9.531230000000000535e-01 -2.272349999999999925e-01 1.332609999999999906e-01
4.062500000000000000e+00 9.062490000000000379e+00 9.531230000000000535e-01 -2.272349999999999925e-01 1.332609999999999906e-01
4.062500000000000000e+00 9.101549999999999585e+00 9.139629999999999699e-01 -2.395069999999999977e-01 1.669249999999999901e-01
4.062500000000000000e+00 9.140620000000000189e+00 9.139629999999999699e-01 -2.395069999999999977e-01 1.669249999999999901e-01
4.062500000000000000e+00 9.179679999999999396e+00 9.139629999999999699e-01 -2.395069999999999977e-01 1.669249999999999901e-01
4.062500000000000000e+00 9.218740000000000379e+00 9.139629999999999699e-01 -2.395069999999999977e-01 1.669249999999999901e-01
4.062500000000000000e+00 9.257799999999999585e+00 8.633089999999999931e-01 -2.430650000000000033e-01 2.121339999999999892e-01
4.062500000000000000e+00 9.296870000000000189e+00 8.633089999999999931e-01 -2.430650000000000033e-01 2.121339999999999892e-01
4.062500000000000000e+00 9.335929999999999396e+00 8.633089999999999931e-01 -2.430650000000000033e-01 2.121339999999999892e-01
4.062500000000000000e+00 9.374990000000000379e+00 8.633089999999999931e-01 -2.430650000000000033e-01 2.121339999999999892e-01
4.062500000000000000e+00 9.414049999999999585e+00 8.022280000000000522e-01 -2.330260000000000109e-01 2.642229999999999857e-01
4.062500000000000000e+00 9.453120000000000189e+00 8.022280000000000522e-01 -2.330260000000000109e-01 2.642229999999999857e-01
4.062500000000000000e+00 9.492179999999999396e+00 8.022280000000000522e-01 -2.330260000000000109e-01 2.642229999999999857e-01
4.062500000000000000e+00 9.531240000000000379e+00 8.022280000000000522e-01 -2.330260000000000109e-01 2.642229999999999857e-01
4.062500000000000000e+00 9.570299999999999585e+00 7.348470000000000280e-01 -1.992150000000000032e-01 3.256979999999999875e-01
4.062500000000000000e+00 9.609370000000000189e+00 7.348470000000000280e-01 -1.992150000000000032e-01 3.256979999999999875e-01
4.062500000000000000e+00 9.648429999999999396e+00 7.348470000000000280e-01 -1.992150000000000032e-01 3.256979999999999875e-01
4.062500000000000000e+00 9.687490000000000379e+00 7.348470000000000280e-01 -1.992150000000000032e-01 3.256979999999999875e-01
4.062500000000000000e+00 9.726549999999999585e+00 6.702540000000000164e-01 -1.701020000000000032e-01 3.720589999999999731e-01
4.062500000000000000e+00 9.765620000000000189e+00 6.702540000000000164e-01 -1.701020000000000032e-01 3.720589999999999731e-01
4.062500000000000000e+00 9.804679999999999396e+00 6.407429999999999515e-01 -1.289750000000000063e-01 3.975330000000000252e-01
4.062500000000000000e+00 9.843740000000000379e+00 6.407429999999999515e-01 -1.289750000000000063e-01 3.975330000000000252e-01
4.062500000000000000e+00 9.882799999999999585e+00 6.365159999999999707e-01 -4.952179999999999777e-02 4.112899999999999889e-01
4.062500000000000000e+00 9.921870000000000189e+00 6.365159999999999707e-01 -4.952179999999999777e-02 4.112899999999999889e-01
4.062500000000000000e+00 9.960929999999999396e+00 6.365159999999999707e-01 -4.952179999999999777e-02 4.112899999999999889e-01
4.062500000000000000e+00 9.999990000000000379e+00 6.365159999999999707e-01 -4.952179999999999777e-02 4.112899999999999889e-01
4.062500000000000000e+00 1.003909999999999947e+01 6.364360000000000017e-01 5.074970000000000175e-02 4.111630000000000007e-01
4.062500000000000000e+00 1.007809999999999917e+01 6.364360000000000017e-01 5.074970000000000175e-02 4.111630000000000007e-01
4.062500000000000000e+00 1.011720000000000041e+01 6.364360000000000017e-01 5.074970000000000175e-02 4.111630000000000007e-01
4.062500000000000000e+00 1.015620000000000012e+01 6.364360000000000017e-01 5.074970000000000175e-02 4.111630000000000007e-01
4.062500000000000000e+00 1.019529999999999959e+01 6.405499999999999527e-01 1.301309999999999967e-01 3.971149999999999958e-01
4.062500000000000000e+00 1.023440000000000083e+01 6.405499999999999527e-01 1.301309999999999967e-01 3.971149999999999958e-01
4.062500000000000000e+00 1.027340000000000053e+01 6.699840000000000240e-01 1.712100000000000011e-01 3.714910000000000156e-01
4.062500000000000000e+00 1.031250000000000000e+01 6.699840000000000240e-01 1.712100000000000011e-01 3.714910000000000156e-01
4.062500000000000000e+00 1.035159999999999947e+01 7.344589999999999730e-01 2.002649999999999986e-01 3.249699999999999811e-01
4.062500000000000000e+00 1.039059999999999917e+01 7.344589999999999730e-01 2.002649999999999986e-01 3.249699999999999811e-01
4.062500000000000000e+00 1.042970000000000041e+01 7.344589999999999730e-01 2.002649999999999986e-01 3.249699999999999811e-01
4.062500000000000000e+00 1.046870000000000012e+01 7.344589999999999730e-01 2.002649999999999986e-01 3.249699999999999811e-01
4.062500000000000000e+00 1.050779999999999959e+01 8.017739999999999867e-01 2.339990000000000125e-01 2.633380000000000165e-01
4.062500000000000000e+00 1.054690000000000083e+01 8.017739999999999867e-01 2.339990000000000125e-01 2.633380000000000165e-01
4.062500000000000000e+00 1.058590000000000053e+01 8.017739999999999867e-01 2.339990000000000125e-01 2.633380000000000165e-01
4.062500000000000000e+00 1.062500000000000000e+01 8.017739999999999867e-01 2.339990000000000125e-01 2.633380000000000165e-01
4.062500000000000000e+00 1.066409999999999947e+01 8.628360000000000474e-01 2.439890000000000114e-01 2.111590000000000134e-01
4.062500000000000000e+00 1.070309999999999917e+01 8.628360000000000474e-01 2.439890000000000114e-01 2.111590000000000134e-01
4.062500000000000000e+00 1.074220000000000041e+01 8.628360000000000474e-01 2.439890000000000114e-01 2.111590000000000134e-01
4.062500000000000000e+00 1.078120000000000012e+01 8.628360000000000474e-01 2.439890000000000114e-01 2.111590000000000134e-01
4.062500000000000000e+00 1.082029999999999959e+01 9.134809999999999874e-01 2.403990000000000016e-01 1.658799999999999997e-01
4.062500000000000000e+00 1.085940000000000083e+01 9.134809999999999874e-01 2.403990000000000016e-01 1.658799999999999997e-01
4.062500000000000000e+00 1.089840000000000053e+01 9.134809999999999874e-01 2.403990000000000016e-01 1.658799999999999997e-01
4.062500000000000000e+00 1.093750000000000000e+01 9.134809999999999874e-01 2.403990000000000016e-01 1.658799999999999997e-01
4.062500000000000000e+00 1.097659999999999947e+01 9.526489999999999680e-01 2.281080000000000052e-01 1.321680000000000077e-01
4.062500000000000000e+00 1.101559999999999917e+01 9.526489999999999680e-01 2.281080000000000052e-01 1.321680000000000077e-01
4.062500000000000000e+00 1.105470000000000041e+01 9.526489999999999680e-01 2.281080000000000052e-01 1.321680000000000077e-01
4.062500000000000000e+00 1.109370000000000012e+01 9.526489999999999680e-01 2.281080000000000052e-01 1.321680000000000077e-01
4.062500000000000000e+00 1.113279999999999959e+01 9.819339999999999735e-01 2.133390000000000009e-01 1.055939999999999934e-01
4.062500000000000000e+00 1.117190000000000083e+01 9.819339999999999735e-01 2.133390000000000009e-01 1.055939999999999934e-01
4.062500000000000000e+00 1.121090000000000053e+01 9.819339999999999735e-01 2.133390000000000009e-01 1.055939999999999934e-01
4.062500000000000000e+00 1.125000000000000000e+01 9.819339999999999735e-01 2.133390000000000009e-01 1.055939999999999934e-01
4.062500000000000000e+00 1.128909999999999947e+01 1.003400000000000070e+00 1.975480000000000014e-01 8.525259999999999783e-02
4.062500000000000000e+00 1.132809999999999917e+01 1.003400000000000070e+00 1.975480000000000014e-01 8.525259999999999783e-02
4.062500000000000000e+00 1.136720000000000041e+01 1.003400000000000070e+00 1.975480000000000014e-01 8.525259999999999783e-02
4.062500000000000000e+00 1.140620000000000012e+01 1.003400000000000070e+00 1.975480000000000014e-01 8.525259999999999783e-02
4.062500000000000000e+00 1.144529999999999959e+01 1.019269999999999898e+00 1.822779999999999956e-01 6.953070000000000084e-02
4.062500000000000000e+00 1.148440000000000083e+01 1.019269999999999898e+00 1.822779999999999956e-01 6.953070000000000084e-02
4.062500000000000000e+00 1.152340000000000053e+01 1.019269999999999898e+00 1.822779999999999956e-01 6.953070000000000084e-02
4.062500000000000000e+00 1.156250000000000000e+01 1.019269999999999898e+00 1.822779999999999956e-01 6.953070000000000084e-02
4.062500000000000000e+00 1.160159999999999947e+01 1.028729999999999922e+00 1.553029999999999966e-01 5.936840000000000173e-02
4.062500000000000000e+00 1.164059999999999917e+01 1.028729999999999922e+00 1.553029999999999966e-01 5.936840000000000173e-02
4.062500000000000000e+00 1.167970000000000041e+01 1.028729999999999922e+00 1.553029999999999966e-01 5.936840000000000173e-02
4.062500000000000000e+00 1.171870000000000012e+01 1.028729999999999922e+00 1.553029999999999966e-01 5.936840000000000173e-02
4.062500000000000000e+00 1.175779999999999959e+01 1.028729999999999922e+00 1.553029999999999966e-01 5.936840000000000173e-02
4.062500000000000000e+00 1.179690000000000083e+01 1.028729999999999922e+00 1.553029999999999966e-01 5.936840000000000173e-02
4.062500000000000000e+00 1.183590000000000053e+01 1.028729999999999922e+00 1.553029999999999966e-01 5.936840000000000173e-02
4.062500000000000000e+00 1.187500000000000000e+01 1.028729999999999922e+00 1.553029999999999966e-01 5.936840000000000173e-02
4.062500000000000000e+00 1.191409999999999947e+01 1.040559999999999929e+00 1.326650000000000051e-01 4.394479999999999914e-02
4.062500000000000000e+00 1.195309999999999917e+01 1.040559999999999929e+00 1.326650000000000051e-01 4.394479999999999914e-02
4.062500000000000000e+00 1.199220000000000041e+01 1.040559999999999929e+00 1.326650000000000051e-01 4.394479999999999914e-02
4.101560000000000095e+00 8.007799999999999585e+00 1.064910000000000023e+00 -1.453560000000000130e-01 1.998240000000000086e-02
4.101560000000000095e+00 8.046870000000000189e+00 1.064910000000000023e+00 -1.453560000000000130e-01 1.998240000000000086e-02
4.101560000000000095e+00 8.085929999999999396e+00 1.064910000000000023e+00 -1.453560000000000130e-01 1.998240000000000086e-02
4.101560000000000095e+00 8.124990000000000379e+00 1.064910000000000023e+00 -1.453560000000000130e-01 1.998240000000000086e-02
4.101560000000000095e+00 8.164049999999999585e+00 1.058179999999999898e+00 -1.756409999999999916e-01 2.843249999999999944e-02
4.101560000000000095e+00 8.203120000000000189e+00 1.058179999999999898e+00 -1.756409999999999916e-01 2.843249999999999944e-02
4.101560000000000095e+00 8.242179999999999396e+00 1.058179999999999898e+00 -1.756409999999999916e-01 2.843249999999999944e-02
4.101560000000000095e+00 8.281240000000000379e+00 1.058179999999999898e+00 -1.756409999999999916e-01 2.843249999999999944e-02
4.101560000000000095e+00 8.320299999999999585e+00 1.058179999999999898e+00 -1.756409999999999916e-01 2.843249999999999944e-02
4.101560000000000095e+00 8.359370000000000189e+00 1.058179999999999898e+00 -1.756409999999999916e-01 2.843249999999999944e-02
4.101560000000000095e+00 8.398429999999999396e+00 1.058179999999999898e+00 -1.756409999999999916e-01 2.843249999999999944e-02
4.101560000000000095e+00 8.437490000000000379e+00 1.058179999999999898e+00 -1.756409999999999916e-01 2.843249999999999944e-02
4.101560000000000095e+00 8.476549999999999585e+00 1.036370000000000013e+00 -1.972180000000000044e-01 5.111570000000000003e-02
4.101560000000000095e+00 8.515620000000000189e+00 1.036370000000000013e+00 -1.972180000000000044e-01 5.111570000000000003e-02
4.101560000000000095e+00 8.554679999999999396e+00 1.036370000000000013e+00 -1.972180000000000044e-01 5.111570000000000003e-02
4.101560000000000095e+00 8.593740000000000379e+00 1.036370000000000013e+00 -1.972180000000000044e-01 5.111570000000000003e-02
4.101560000000000095e+00 8.632799999999999585e+00 1.022029999999999994e+00 -2.174260000000000081e-01 6.454189999999999927e-02
4.101560000000000095e+00 8.671870000000000189e+00 1.022029999999999994e+00 -2.174260000000000081e-01 6.454189999999999927e-02
4.101560000000000095e+00 8.710929999999999396e+00 1.022029999999999994e+00 -2.174260000000000081e-01 6.454189999999999927e-02
4.101560000000000095e+00 8.749990000000000379e+00 1.022029999999999994e+00 -2.174260000000000081e-01 6.454189999999999927e-02
4.101560000000000095e+00 8.789049999999999585e+00 1.001209999999999933e+00 -2.400619999999999976e-01 8.251569999999999738e-02
4.101560000000000095e+00 8.828120000000000189e+00 1.001209999999999933e+00 -2.400619999999999976e-01 8.251569999999999738e-02
4.101560000000000095e+00 8.867179999999999396e+00 1.001209999999999933e+00 -2.400619999999999976e-01 8.251569999999999738e-02
