15 5.74951 0.0146484 1.13328 -0.0269942 -0.000100782
15 5.76416 0.0146484 1.13459 -0.026664 -7.97608e-05
15 5.77881 0.0146484 1.13575 -0.0263619 -6.0333e-05
15 5.79346 0.0146484 1.13674 -0.0260299 -7.77921e-05
15 5.80811 0.0146484 1.13753 -0.0256701 -0.000107942
15 5.82275 0.0146484 1.13813 -0.0252733 -0.000143724
15 5.8374 0.0146484 1.13855 -0.0248316 -0.000183225
15 5.85205 0.0146484 1.13876 -0.0243403 -0.000226125
15 5.8667 0.0146484 1.13876 -0.0237976 -0.000271179
15 5.88135 0.0146484 1.13855 -0.0232014 -0.00031841
15 5.896 0.0146484 1.13813 -0.0225499 -0.000367613
15 5.91064 0.0146484 1.13747 -0.0218414 -0.000419075
15 5.92529 0.0146484 1.13659 -0.0210753 -0.000471553
15 5.93994 0.0146484 1.13545 -0.0202521 -0.000525379
15 5.95459 0.0146484 1.13405 -0.0193726 -0.000579414
15 5.96924 0.0146484 1.13238 -0.0184387 -0.000634177
15 5.98389 0.0146484 1.13041 -0.0174516 -0.000689199
15 5.99854 0.0146484 1.12815 -0.0164129 -0.000745064
15 6.01318 0.0146484 1.12559 -0.015323 -0.000801644
15 6.02783 0.0146484 1.1227 -0.0141824 -0.000859411
15 6.04248 0.0146484 1.1195 -0.0129909 -0.00091828
15 6.05713 0.0146484 1.11598 -0.0117481 -0.000978518
15 6.07178 0.0146484 1.11213 -0.0104535 -0.00103998
15 6.08643 0.0146484 1.10795 -0.00910648 -0.0011027
15 6.10107 0.0146484 1.10344 -0.00770659 -0.0011665
15 6.11572 0.0146484 1.0986 -0.00625351 -0.0012312
15 6.13037 0.0146484 1.09344 -0.00474722 -0.00129666
15 6.14502 0.0146484 1.08795 -0.00318793 -0.00136253
15 6.15967 0.0146484 1.08214 -0.00157614 -0.00142875
15 6.17432 0.0146484 1.07602 8.73843e-05 -0.00149483
15 6.18896 0.0146484 1.06959 0.00180172 -0.00156087
15 6.20361 0.0146484 1.06287 0.00356564 -0.00162626
15 6.21826 0.0146484 1.05586 0.00537807 -0.00169132
15 6.23291 0.0146484 1.04857 0.00723774 -0.00175535
15 6.24756 0.0146484 1.04101 0.00914356 -0.00181883
15 6.26221 0.0146484 1.03321 0.0110944 -0.00188091
15 6.27686 0.0146484 1.02516 0.0130892 -0.00194203
15 6.2915 0.0146484 1.01689 0.0151266 -0.00200112
15 6.30615 0.0146484 1.00841 0.0172053 -0.00205854
15 6.3208 0.0146484 0.999738 0.0193231 -0.0021133
15 6.33545 0.0146484 0.990891 0.0214779 -0.00216598
15 6.3501 0.0146484 0.981893 0.0236673 -0.00221466
15 6.36475 0.0146484 0.972768 0.0258868 -0.00225837
15 6.37939 0.0146484 0.963558 0.0281312 -0.00229655
15 6.39404 0.0146484 0.954263 0.0304064 -0.00233873
15 6.40869 0.0146484 0.944873 0.0327208 -0.00238589
15 6.42334 0.0146484 0.935393 0.0350694 -0.00242615
15 6.43799 0.0146484 0.925818 0.037433 -0.00245781
15 6.45264 0.0146484 0.916157 0.0397958 -0.00248732
15 6.46729 0.0146484 0.906474 0.0421536 -0.00251245
15 6.48193 0.0146484 0.896798 0.0445093 -0.00253522
15 6.49658 0.0146484 0.887149 0.0468638 -0.00255483
15 6.51123 0.0146484 0.877545 0.0492149 -0.00257062
15 6.52588 0.0146484 0.868024 0.0515615 -0.0025805
15 6.54053 0.0146484 0.858593 0.0539072 -0.00258755
15 6.55518 0.0146484 0.849249 0.0562545 -0.00259351
15 6.56982 0.0146484 0.839993 0.0586046 -0.00260008
15 6.58447 0.0146484 0.830836 0.0609609 -0.00260625
15 6.59912 0.0146484 0.821788 0.0633253 -0.00261063
15 6.61377 0.0146484 0.81286 0.0656976 -0.00261169
15 6.62842 0.0146484 0.804065 0.0680755 -0.00260854
15 6.64307 0.0146484 0.795427 0.070454 -0.00259942
15 6.65771 0.0146484 0.786963 0.072827 -0.00258377
15 6.67236 0.0146484 0.778694 0.0751845 -0.00255986
15 6.68701 0.0146484 0.77064 0.0775148 -0.00252704
15 6.70166 0.0146484 0.762844 0.0798057 -0.00248365
15 6.71631 0.0146484 0.755317 0.0820521 -0.00243474
15 6.73096 0.0146484 0.748055 0.0842477 -0.00238291
15 6.74561 0.0146484 0.741057 0.0863867 -0.0023301
15 6.76025 0.0146484 0.734341 0.0884673 -0.00227532
15 6.7749 0.0146484 0.727914 0.0904909 -0.00221924
15 6.78955 0.0146484 0.721783 0.0924597 -0.00216134
15 6.8042 0.0146484 0.715953 0.0943748 -0.0021008
15 6.81885 0.0146484 0.710424 0.0962365 -0.00203758
15 6.8335 0.0146484 0.705189 0.0980467 -0.0019733
15 6.84814 0.0146484 0.700235 0.0998062 -0.00190584
15 6.86279 0.0146484 0.695584 0.101504 -0.00182396
15 6.87744 0.0146484 0.691281 0.10312 -0.00172586
15 6.89209 0.0146484 0.687333 0.104642 -0.00162395
15 6.90674 0.0146484 0.68374 0.106064 -0.00152192
15 6.92139 0.0146484 0.680502 0.107385 -0.00141968
15 6.93604 0.0146484 0.677619 0.108607 -0.00131685
15 6.95068 0.0146484 0.675087 0.10973 -0.0012139
15 6.96533 0.0146484 0.672898 0.110757 -0.00111177
15 6.97998 0.0146484 0.671048 0.111691 -0.00101056
15 6.99463 0.0146484 0.66953 0.112534 -0.000910784
15 7.00928 0.0146484 0.668339 0.113288 -0.000812168
15 7.02393 0.0146484 0.667466 0.113956 -0.000715165
15 7.03857 0.0146484 0.666905 0.11454 -0.000619422
15 7.05322 0.0146484 0.666648 0.115043 -0.000525407
15 7.06787 0.0146484 0.666688 0.115466 -0.00043266
15 7.08252 0.0146484 0.667015 0.115811 -0.000341581
15 7.09717 0.0146484 0.667623 0.116079 -0.000251505
15 7.11182 0.0146484 0.668501 0.116272 -0.000162651
15 7.12646 0.0146484 0.669644 0.11639 -7.42506e-05
15 7.14111 0.0146484 0.671045 0.116433 1.29168e-05
